sentiment,preprocessed_text
0,taking caltrain giant cold smell like pee
0,_music im blunt feeling good
2,happy mother day mom
0,trying hard worry peace despite circumstance wonder christian one making hard
0,ipod freezing need
2,rode jeep home mentor heard story finearts pretty cool
0,shut ready home workwhat bummer
0,fought jered death avoid wet willy got q coming bike ride
0,wan na buy million copy aint rich buy copy urself hahah
2,nice weather today alex
2,congratulation test
2,briliant fourth starwarsday starwars
0,bit tick time eat ton garlic summer mosquito away boo o
0,stand summer fever weather get humid lol
2,thanks new follower went tonight 4am ill follow tomorrow love
2,working completely happy
0,sad true shouldnt right
0,dude fail know exactly place
0,sn o yeah sad day
2,laying bed texting good night yall
2,hope wish come true someday
0,bbc malaria parasite resistant drug good malaria affect people
2,beachyummy steak catching lost manlovely day
2,thanks lovely let know ready baby havs gorgeous want x
2,having wonderful piece cake lunch want
0,booooored learned
2,thanks school weeeee
0,month end stuck office waiting straggler st
0,ouch look knowing exists
2,uh oh hope damaged
0,oh dear request drunk fizz def regret day sure fired hangover
0,ugh blister big toe leg shoulder raw life suck right
2,like triple ive got lot
2,great house sell come complete riding mower
0,bear beet mind sg1 takeout wasabi vodka ginger ale lime
0,pc agree problem stop spending work
2,know good little life love
2,sewing thing nice feel crafty productive foxy
2,oooooooh kno eeeeeeekkkkkkk rock
0,like friend kinda sad
2,oh jordan iï½m ready contest baby canï½t wait kiss brazil love
2,congrats graduating college
2,big hug
2,watching show missed ellipital love ondemand
0,eastcoast rain hate let fly cali lol
2,congratulation daddy
0,bother anymore makin feel like im waste space
2,happy mother day mom hope good day
2,enjoying exploring n96 phone grr awesome wanted samsung omnia
2,lmao joey wait meet july
2,congrats proud girl
2,500 saved buying couch going paying visit er uti
0,farmer sunburn ahhhh
0,dont think twitpic working
0,mmmm youre speaking language unfortunately militant diet modeam seriously thinking competitonso tb guess
0,liam peed potty
0,alrightyou missed crazy party night
2,happy mother day sent msg mom got phone wish day live city care
2,saw yesterday pretty good
2,thats whats hah im great thanks waiting craziness
0,homework borriing
0,im kicking feeling little sick alternating talking friend gaming watching playoff writing application
2,picture burn taylor swift great song
0,boredmiss everybody
0,going miss seeing time
0,hahahahhahaha true stretch stuff shame rem dog got mad tried avis face
2,cool im glad nice date night maybe day ill
0,ugh ti warm outside unfair want read pack
0,awh thats good better soon
2,thanks theyre cute havent home year havent seen person
0,nooooooo receipt dont break heart
2,thats relief feel better knowing hereditary fun
0,justin warm make worry high fever sleep
2,gooooooood morning camper happy mother day
2,o goodness havnt heard lovelovelove old stuff overture underscore best album think
0,ala best offer small pony rowing boat
0,suck im stuck office selfridges look forward
2,happy mother day
0,7am saturday morning feel like weekend btw im awake bad dream
2,omg yes love danny song
2,omg exctied
2,hope nice sleep
2,great thanks hun thr family thing wknd 5 week today hit usa wait
2,good luck tonight big finale
2,loving cairn clan
0,going fold laundry hit sack boring saturday evening
0,research guilt spent day feeling sorry cold need spend significant time coding weekend
0,dreading weekly grocery shopping
2,thank id share sundae late _crane say shouldnt tell people
0,pug woke incredible sleep
2,beautiful outside wish new york city area pretty cool hip trendy
2,hopefully dont far feel like renouncing root
2,neat mother day flash chillin time girl
2,taking moment reflecti want annonymity backfb safe friend
2,hmm miracle youre twitter fun tweet
2,_says ha ha funny
0,drained energy
0,youre lovesick bowling complain love
2,yeah thats trueee wait till tour dvd come tour epic backstage material hilarious
0,trying straighten hair effing hot need food
2,love daddy dont want house today
2,great weekend glad sunny today
2,know love statk
0,hate biology u______________________u
0,hey suckits anybody s im bored common answear
0,im tired think im old
0,burden abit fail lunch dan
0,know shouldnt saying itim hell
0,new dress look sort ofhorrible
0,note geodefense easy onwards medium map world pain awaits exploration
2,hoping mom like pamper gift sent
2,pretty janette exact hey monday band arm o
2,decided myspacee wayy better
0,ugh report monday
0,hurt suck dont know fix seriously
0,okay whats twitter laptop completely broke acting dont reckon t
2,awww dont sad download copy
0,_dreaming mileys gon na quit hannah montanai dont wan na believe
0,there thing hate friend dat skl forget yuu
2,body isnt itching anymore
2,good girl school today yayy
2,finally perfect matte lcd cleaner inix screen cleaner ftw
2,sweet sure bag
2,oh joy elmo potty video
0,newest version better
2,_navarro wish area offered chinese food delivery
0,got bit car accident poor patrick
0,went long cycle ride mum brother bff han today bum ache
0,peep got game site
0,oh suck tell dh act like grown maybe id stressed
2,2 day till birthday hope weather good best good thursday friday il scream happy bday keiron
0,started fear weekend joining german class
2,_ awww thats nice attempt hiding camera
2,hehenice try
2,way people recognize chinese guy lol
2,took 1 endorsed spot twindexxcom thanks endorsement
2,yay wait read
0,burning time wacha
2,thank sooooo snoopy tshirt love bit perfect fit got morning peace
2,love thank saying hi jenn laura yesterday arcadia friend shannon surprised wthe vid
2,yay friday hold work tomorrow
0,life suck ur having fun
2,omg yes ready work early tonight payroll distribution duty
0,_da_realest hehe hell im finna qet drankin damnit
0,holy exhausted resting wolverine later
2,thats charmingly funny
0,missing husband want home
0,business pleasure eye youre missing moondog concert tomorrow night
2,morning twitterbugsnothing like loooooooooong liein
2,_cordon lol split second peace truly amazing
2,dinner ali tonight celebrating day new job near trader joes stop
0,long day naz gunna crash tomorrow mother day editing photo today hangin mom
0,wrote song ran idea bit
2,moved new apartment exciting
0,unfortunately thats usually go answer yesterdayim okay thing looking miss talking
0,feel like truck hit resemble man hit truck
0,miss soooo gon na 23 month
0,balance 8000 unfortunately havent able card limit high transfer thing
2,work today car perfect going random shopping later
0,unfortunately didnt spreading poo
2,oh like morning right happy breakfast thumb
2,yeah know annoying good promo lost contact business
2,hehe youre expert eh
0,think rain killed phone
2,best sticker dig hair gotten long ive seen
0,im writing exam saturday illegal wheres weekend
2,happy mother day ur mom hope wonderful day
2,heh thanks adorable plug cough info cough cough
2,fun night bekah talkin stuff wuv
0,headache headache away come day
2,making fabulous tonight
0,need away wish money travel bit miss east coast friend
2,hella worth dont need 32
2,thats lot message sweet yeah sayang
2,loved thought icarly version beanie baby xd
0,annoying start typing middle night
0,ouch hate irate caller trying record getting ped
0,yes finally friday im stuck project
2,glad
0,life isnt fair feel
0,dont feel good fuckkk
2,happy mother day
2,happy christmas wait happy measels day seriously happy mother day lmao
2,hope youve reviewed site
2,having leatherman anybody know need get job
0,generation apathetic party desert 30 know fun age group generation myspace
2,good star war day fonz day dancing taco day celebrate good
0,bruise knee hard skate tomorrow
2,good lord man recommend dark stormy casablanca
2,junk food movie tshirt sweat way tonight better hang
0,miss boo note im soready game come tonightfox grill
2,ready eastenders going good bgt semi final final tomorrow night exciting stuff
0,yeah suck eh
2,like work instead taking nap
2,party awesome soooo tired bye p happy momma day
2,pgpm student pgpm student 4 year wish stay
0,oh dont spoil fun lol
0,head spinning math started dream formula good
2,hey thats good daughter asleep son drawing better feed v soon
2,past experience redhead discrimination general info bout ginger society help
2,great eve locate phone go 200 drain
2,_ross look j code facebook notice j functionsnahh kidding buddy told
2,happy star war day fourth
2,thanks hon project bra start today
2,browsing digital art tutorial like hennings site refreshing knowledge skill
2,3 day frisbee night partying sprained ligament imagine better long weekend
0,mailed got email didnt probly mean wont
0,fml today suck hope dance bring soul pray im sadi hateee todayyyyyy
2,wish
2,sending love mother day wishing happiness day ahead
2,welcome playerstationit live twitter
2,law week gon na excited
0,problem flash isnt gpu accelerated atom 330 play youtube hd hulu hd fullscreen big deal plex
2,working security club tonight time working month interesting oh hi kelsenator
2,taylor swift belong amazing love mv
2,illys note book geek good work sigh missed great espresso
2,rofl kept insurance payment 300 im like meh good thing applied day job pasy 2888mo
0,saw real sad lunch dog broken leg
0,gon na sound sad depressing miss uncle sam
2,detail glad better
2,_d he lucky baby wonderful family u know u home
2,love u sarah tweeter today stop raving beautifulness
0,mean people suck
2,yeah jimmy fallon skit yay
0,4am hubby alarmsong playing blame alcohol course sleep cause thinking joe cruise
2,funniest desktop way collegue
0,guess itll work fusion youll boot directly vista online banking suck
2,yay lesson tomorrow church
0,im starting feel panicky anxious bad happened co like age
2,pool alcohol cute band ask saturday night fb
2,think play michael buble heaven he great
0,afraid youve bit fail recommendation arent available uk
2,far exception rain morning great wont let dampen day
0,internet train 100 awful
0,hey u forgot
2,queen sas oh scenie
2,hi holly ill volunteer try u hope ur having fab weekend xoxox
0,im starting feel depressed hurricane talk im line
2,good dealsyou guy conspiracy steal money
0,hope train remembers way bit loopy bank holiday
0,elliott claim steak shake monthsnot exciting anymore
2,amazed awesomness night discussion great looking forward great week 10days home
0,running errand geeta feeling like plague
0,healthy food helping hangover
0,sad gone mcfly fan
2,great project wish dd1 shes old
2,test cancer stuff regard case positive result good thing
0,ive tried tried past learn cockney sadly near impossible book thing
2,wow sound heavenly quick drive north carolina wait
0,ipod died running charged
0,look like sleepless night dedicated homework sorry advance m chapman
2,love rain im golfing
0,break work weekend rule overloaded work aargh hate
0,wow year today luc bourdon killed doesnt long ago
2,thank dont care look face
2,_ good evening kind sir bow
0,sorry missed saw way busy taking pixabt 415 came meet ubut u gone
2,thanks ponytail dreamt night shaved head guess bigger deal thought
2,imma talk ya later ishi goodnight kid
2,mom stop good night sleep tomorrow childrens turn pamper enjoy day
0,yeah age aquarius pretty scary song
2,wait bed
0,miss guy
2,aussieim hopin sydney week got visa thursday whoot whoot
0,cancelling javaone
2,thanks stephmust updated ur turn
2,second wish rained
0,hate having toddler disposable rash need ointment hate having rash worse
2,lovely attempt poetry
2,starbucks im lovin
2,nightlife commando like chanting music cool im listening inxs music song amazing bass win
0,oh go head im spinning
2,gary tried ommegang chocolate indulgence chocolate indulgence metallic best
2,installed inav iblue v2 themegives fresh feel
2,rest let mystery jet pretty cool ida maria shud rly listen
2,susan egan love yeah said pleasant trip
0,visit 2 la ventana los cielos foundation pushed bck 2 week excited 2 meet kid ill 2 wait 2 wks
0,think modem failedhaving pc withdrawal
0,trying better mommaz lovinheaded house ahhhhhh hate feelin
0,miss
2,best ecommerce site hope youve watched big bang theory hit buy
0,liked boy jerms
2,love read ur little quote
0,puppy killed cat lastnightthey thought stuffed animal rip meanie
0,tired cold headache wait vacashunand frickin g1 updatei want onscreen keyboard dammit
0,class sick hungry
2,know block party love hear dh original chance
2,sure flat html wordpress fun fun fun
0,_lights aw whats wrong
2,thanks im smiling
0,couple year die kateage keep finger crossed tho
2,need reel nxt weekthen start applying editing job rock climbing tomos hope
0,stay away home india dnt hav gud wireless internet im
0,listening ryan adam sick
0,hate goodbye
0,time week play wow stuck authenticating
2,oh yes happy year annivarsary hansons second studio album time
2,cool im gladi save tea
0,apparently starwars day today like shame revision
2,nice smoothy baulko shop
0,massive headache going terminator tonight
2,best weekend
0,kidding ugh thing know sure wont showing property weekend
0,_trip bet didnt fall asleep till like morning sorries
2,enjoy silence
0,sorry paul scheuring prison break series finale sucked level
0,tummy monster hate
0,24 hour dog sleep rip old friend
2,funnily roland president social club
0,_fred6 havent canceled account havent logged november think maybe main rogue lvl73
0,didnt job
0,rwitters phone phone suck
2,enjoyed day summer
2,thank ff
2,forgot love song itunes love shuffle love watching prank ap tour
0,yeah didnt buy hot minute
2,_rubadeau weekend pretty solid brunch bar wellington hard screw steak egg
0,lack having hunt lol refresh memory clue 2
2,think im going outside john cage moment music major rejoice
2,approaching nice round 5500 number expect crashed time come tonight
2,ummm come twin slurpees car twin going pretty epic
0,bloody fed lost statement r hounding dodged week
0,fml spilled entire diet coke lap yay
2,wish hanging kobe right
0,today going ah giving notice bos today going upset im totally stressed
0,need sort bird table feeder robin blue bullied
0,fridayi sad
0,good time recourse small claim atty involved
2,cute watching matt play wii work
2,legal studieslaw student twitter love couple reference case inolving bias jury jury nullification
2,yay welcome etsyseller world
0,tired 0430 alarm setting bed soon bloody iphone backup sync finish
0,unfortunately people work let having bad morning official revenge dish best served cold
0,im sorry today heartbreak
0,angrily told extemely abusivementally emotionally physically day night
0,terrible little beast garden small simply collect buy poisonous food pellet
0,time ritualistic friday night depression
0,stupid tooooth hurt
2,goodnight goodbye
2,shout mom wakin prematurely preciate
0,suck able day work money trip sad
0,guilt trip feeling sick pressure stress drama
2,selenas mom congratulation nice day
2,im belleville parent offered bus ride orillia 10 mall thought
2,dream rise reality said wouldnt walk dream fly dream believe achieve
0,oh thats annoying problem 14 thigh 1012 hip hope catch soon
0,woke late trying work
0,geocachingcom huge delay delivering pocket query
2,time looked 400 gave demo cool
2,happy mother day love guy
0,dreambears compared wicked audition
0,horrible twitterer moved houston apartment awaiting work starting monday real worldnow
0,miss
0,hit chin fell hurt ugh work gon na suck
0,moment silence budget im bout b spend wayyy omg im budget
0,scary hooked 9 wire n printed sum graph ohhhhhh
0,suck britney
0,dead
2,good havent lost sense humour soon
2,_l thanksi think girl thatbesides mom
0,arg eirtaku got hit stupid bot kid friendly site
0,stressed belief need nap
0,sleep ugh day tomorrow wanting sleeping pill know ill late
0,ughhh rejected 09 mediation program suck
0,know short week certainly dragged
2,sweeter 4yearold
2,yeah want love falling slowly song keep playing head
0,having hectic day travelling pj uniten pj working cc office
2,luh tooooo
2,wan na happy
0,aww poor precious
2,yeahhh thx figured
0,think florida heat reluctantly place
0,gon na eat feel horrid need hug
0,ram upgradedone ff slow disabling addons sure one cut honest like sophies choice
0,nope love
2,wrong samantha
2,wine saginaki 7 friend good time
0,dont think want come guy read dm
2,oh man wan na bay asap thank great day
2,good day
0,life soo dull u 1 x
0,heartburn death
2,maybe hot date nice little cesna
2,violent fightclub like dream involving heavily tattooed lady didnt wan na wake lol
2,haha dude bdate p ill wish u ur bday 3oth november ill turn 16 u reply
2,nice place eat sao paulo brazil
0,load beard papa disappeared uk
0,home feeling tired want nap
2,lmfaoooo love sho
0,stopped raining fuckingtastic
0,trying draw mangaanime new website bad idea
0,making good time chicago traffic photo
2,got best friend
0,familiarsorry youre feeling way
0,great song east clubbers
2,cool hi sam
2,wish smartphone irc app thatd pretty cool
2,wishing cabo tonight
2,dont love butteflies stomach feeling ano man yun kaya mo yan
2,excellent pic wish long drive tn
2,milkshake hot day unsettled stomach
0,spent today tube journey soo long brace thursdayyy
0,iphone poor credit live cell phone mass transit day
0,getting ready work boohoohoo dont wan na work
2,wonderful vacation perfect weather rainy burgh reality
0,nooo wan na watch comet dont wan na workk
2,aw yes week got asked return end wish bought mind
0,official getting raise year
2,thank incredible support encouragementit mean constantly bless thankful
0,oh today jay lenos miss u mr leno
2,yeah wanted bottling sanitized good taste like choc orange
2,way home seeing rodney atkins concerto love thanks bob
0,hate packing
2,lovely evening far quickly got home 1115 end coffee bed morning
0,hate different referenced assembly fnh go castle 11 caliburn 103 mention dynamicproxy nh
2,suppose best ready work grrr
0,aaaaw window open
2,happy mother day hug love zoe
0,missing tim
2,happy mother day mom
0,think broken nose
0,yep tail leg
0,drill sergeant voice everybody wake flick everyones light 500 est rise shine beetches lol jk
0,_anais feel reeeally bad sorry
2,thanks love
2,ill new laptop 10 day excited dell inspiron core2duo 20ghz 4gb ddr2 250gb hdd 156 inch screen
2,monday end weekend escape wish good week
0,_paige aww hey didnt know lol im sick outtie
2,wish funchal yesterday perfect best day life
0,got little sun today
2,joke love magreally
0,awww bad wont id entertain thought entering
2,happy mother day kadi
2,love listening people practising piano downstairs
2,basically ive listened miley cyrus fourteen hour love
2,cool good know
2,proudly watching film
0,oh hate friday evening
2,happy mother day beautful mum
2,yay sale redbubble make happy
0,oh miss piano
2,praying love lap dance paying naivety fav song
2,cheer wish font play
2,pleasure mom mother day spread love
0,dammit tweet september noodle taken
2,thats good attitude
2,mama let
0,class student gon na miss
0,mary hate wana walmart butno want
0,idiot ok skint hell couldve
2,case going exam showing thing im hopeful november 09
0,ohh def 2 u tht kenyattas cam sry want tht pic 2
2,happy mother day justin timberlakes version mother day gift funny
0,freakin hot humid today
2,im u need vent
2,think fall love jihoon boy flower
2,thanks add ill try signing later home luck ill email
2,_perth awesomelove gearwhos favouritegot admit soft spot captain slow
2,ohhh yea film fave longgggg time any1 humma humma
2,great curlupinaballandread later wish book
2,dont dig emo like song sorry emos
2,hanging roomy adore 4 gentleman live great people good talk discussing boy issue
2,agree facehunter embarrassing representation compare swede look like born stylish
0,yes going sophmore college geez job cause think im
2,nice day working goderich today walk enjoy weather
0,thinkin twitter borin
2,winter flu twitter logies noticed haha love rove
2,good night twitter people
0,hate bf beat da dog guess way teach pitt
2,happy morning
2,ooh good im starting hardest gon na day ive locked door im leaving food toilet x
2,wish people wouldnt stubborn
0,isnt lovely isnt beautiful sorry stevie youre position judgement steviewonder
2,awesome night city
0,heading yale grandmother car accident
0,ugh hate bad grade 1st time ive failed class b b d w like
2,haha thanks listening rant good night
0,arrggghhhdang post office package wait tomorrow
0,nope worry possibility im worried googs design personal taste actually
2,study according note copy youll fine
2,thankyou 3 iloveyoutwoooo
2,congrats dreps good luck sa interview
0,follow dont know send p dont hope sen
0,sad yo hear ashleycat
2,dont worry happy ryan
2,best vanilla memory sharffenberger factory gift shop sure
2,got went outside planted flower watched lee evans dvd knew bank holiday fun
0,ughhhhmad ppl timesi dont like 2 2 yucky thngs cut 2 deal w hr stufppls tear kill
2,wish love having u ill try use national champ pull lol
0,im blonding slowly surely im blonding wana scratch hair im allowed
0,nto good
2,entonces estas perdonada porque sigues tom conrad know awesome
0,im mcdonalds eating chicken nugget kid embarrased droped soda haha fell tray lol
2,aaaw thats sweet girl friend gots drag hubby niteout beer lol
2,happy mother day mummy love xo
2,great lunch baby bull time work til 930
0,going ill uncle saturday night house bad news come
0,panera nice iphone
0,internet wtf think im gon na sleep afterward internet driving crazyyy
0,geez 15 year youd think checked year ago
2,saw shooting star wish
0,lunch boringgg driving school today ugh hope better mr dodd
2,body tom novy voodoo child rogue trader 0405 good memory song
2,ive fan year inspiration youre truly idol best wish
0,god school going suck year
0,raining bayi forget sunshine look like
0,guy dead load
2,sunday morning realised im film snob said msn entertainment
2,happy mother day im beach family warm clear night beautiful moon
0,head pounding pounding like tapping suppose homework time
2,im pretty sure bum shape imprinted
2,mum happy pretty small present oh wow tomorrow test present pasta recepies
2,believe monday week vancouver gone good weekend
0,dont wan na work
2,girl giggle twinz twinz godda hit bbq
2,perfect thank enjoy sunday work
0,thats bad start day
0,insulted
0,charlene love miss
2,haha nice ring let ok iloveyoutoo
2,hahah love
0,way nottinghami dont want going
2,jass warn b4 u nxt wari fun
0,think world hannah montana set im missing tennessee alot today
0,trouble starship trooper theyre mean great big pink bug
0,hard weekend alcohol weinfest
2,going work soon excited ugh id pluck fingernail
2,hey love whats voice shot whats new
2,feelin right rite
0,im bored barely tweet talk boredboots
2,look like beautiful dayand work til sunday yay bbq gon na postpone invitation
2,jim jam good dodging meatball woo
0,burned tongue
2,bank holiday stupid wait dont bank holiday america okay celebreting
2,awesome feel fulfilling im gon na work soooo people summer totally excited
2,hehe nice
2,favorite song im standing dont id change dont know called
0,gone r day wen sit 4 exam exam class bunking n fun
2,happy mother day ya tomorrow
0,watching boring police prog making fab pasta dinner trying cut alcohol water
2,new word day whoore lure yes new word cologne thanks mike harding
2,wish going pxy summer jam win
0,haha yes im jealous dont money
0,oh sound bedpoor girl
2,3 korn guy champion world
2,england summer holiday year yay
0,die lunch date rocio coming plus new shoe ugh
2,come atl jljf swear fun theyre fun
0,wont poor ernie reyes jr break
2,dont worry babe
0,going im siiiick im mad jason said recover fully paintballin u playing
0,im hunt middle making work got erased sry guy look like idiot replying 2 u
2,yeah love cali
2,love simple safari toolbar
2,know im totally excited
2,_paradise hi dale welcome man hope ur weekend going think enjoy desert paradise fun fun fun
0,hate bit
2,working short storytotally loving secondary character
0,poor butterfly dead
2,drink hot chocolate yummy
2,happy birthday
0,know im tweeting dont worry haha wish fly ohio saw beyonce monday uhmygawddd
0,stupid headache day
0,burnt 3 finger trying hand warm rice cooker
2,love puppy
2,omg booth hallucination latest epi bone absolutely brilliant youre gud lookin guy u open mind lol
0,officially drugged taking nap allergy aint joke bad day ago
2,bahaha weekend short esp nice wan na stop time like evie outta world morning
2,amazingly unproductive day loved time catch sleep
2,wait dolled tonight
0,aint woth anythin right whats wrong
0,dont look home
2,_v haha boat yesterday youll pick time
2,ahhh dont care love movie cheesyness
0,got math test today
0,tanning emily bad prob gon na rain
2,_morales like mean random person obviously dont know think alike
0,juss boredd
2,love kim kardashian watch tv keeping kardashians ur blessed good look
2,yea thanks link
2,forgot pin debit card thank god card work attempt bought cake sister birthday wheew
2,leaving work 530 soon hope great day
0,little kid annoy hell outa active shouting attacking
2,yeay haha thank jiah
2,friend knocked pretty soon kid goodbye carefree youth
0,_127 poor baby need aloe nope sorry hint
2,bless lil sock think need rethink age thing
2,happy mother day im spend day family
0,dont know didnt realize gone let againdarn twitter
0,poor unfortunate soul dont appear pant
2,winding love having low key day
0,totally missed chatroom im lame
0,tell hair dresser pissssssing clue wtf im asking doso im expecting worst
0,awww thatss sad x
0,yeah thumb night sorry
0,feel like im gon na year
0,seriously need laptop get hot bbl errand pricing comp fix place left 4
0,truly awful
0,sorry hear 365
0,forget favorite star real people orange chicken night cut finger sad
0,wish live uk dont cash
0,field day sad ribbon
0,sick home
2,great night ashleigh make good dance teacher kicked ben butt pillow fight
0,hate break every1s heart confirmation jus came austin sophia twitter sad day
2,likelyy need save money practice
0,damned hordies
0,euh got ldap schema error oh
2,worked cool gang
2,dont worry ava distract flight
2,rain right car washed
2,psalm 826 said god child high happy mother day momma
2,got brace tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryout wish luck team l
2,thght voted bt dnt think workd whats link 2 vote u deserves u ur talented i3u
2,interested thanks came saw winced like flatland
2,think left conference feedback sheet bag oops excellent
2,having goodno great day drmiracles feelit formula work lol hope good day
0,sooooooooo funny render draw come revit autocad bad
2,watching cavs game lebron james newest love 36 pt cavs 17 lebron
0,loadsa shizze happend im upset
0,dont im sorry disappointing
0,race saturday night jimmie didnt great he 3rd place
2,happy birthday corey
2,sweet situation
0,ugh look like rain min
0,work till 6then dreadful tv shopping cause broke
0,editting school drag lol ill home wan na home tt vida boring right
0,wont late
2,anyhoo thanks spank o x
0,kickin bakneed 2 hwi miss u babe lolz
2,good night
0,hi facebook whats wrong add photo
0,goto work ahhh kill life isnt going way want atm ta ta kid x
0,pouring rly rly wet
0,cop tell toris dad remains
2,getting hair cut tomorrow later today excited swag jus turning
0,okay got card phone moment use email reach sorry
2,lol like cult haha
0,ohio lover tattoo got design shirt haha lost shirt
0,fyi turkish star war rip
0,saddest song ive heard
2,nah understand cancel wanted come
2,dont think isp happy weekend
0,hate living fl missing ga like crazylike dont know got till gone ga mind
2,week 516 hit guinea pig picture webshots didnt promote way
0,tired
2,good morning coffee taylor swift cd start
2,happy mother day playing pet society
0,dy soon virus virus scanner s
2,ahhh mother day yay
0,especially hard bed morn cuz im hot running late stuck mirror checking
2,goodnight twitter bug sleep
0,join club dougie cold x
2,awesome
2,joe loveee
2,remember guy 1st tweetbud _2890 help 900 flwrs smile
0,im terrified surgery week
2,yeah basically awesome
2,sound like good day
0,u callin grimmy
2,wishing happy mother day carina hugsjoy
2,hope presentation went today tweet yr campus tomorrow ill lunch time onwards
0,miss newest version glade debian
0,nobody home tonight sigh oh wish
2,usually choice lucky food love generally healthy ice cream
2,learn
0,cap thing lower hurt
0,iphone opening downloaded apps thing forgot cord home
2,guess id better look new best friend vip ticket wont want anymore
0,ugly betty sooooooo sad
0,working home today killing doctor physio later today
2,ay uuuu happy mother day
2,thanks great night dear perfectly completed weekend
0,tongue hurt need sleep
0,ouch hate happens
0,sneezing hurt
0,im sorry hear
0,oh lord idea spout getting
0,thats sad
0,didnt punch faceit hurt
2,youll
2,little good luck tam robert 25 text table
2,love twitter
2,subway taste better pay
2,watching african music tele love ittttt
2,nerdy star war day today love d
0,time checked jar curry sauce pepper inside disappointed
2,want starhope flawless work
0,yeah man brought market couple year agoit scarce
0,doesnt sound fun
2,keri hilson slow dance rockin playlist right song pure dropper
2,yeah yeah gd night
0,agree married 7 yr 6th blah
0,way work gon na miss general hospital
0,imacs died keep cutting reason recommend good mac place service part think need new power supply
0,dont like
2,sewed shirt fail screaming v_v quesadilla quesadiaas bombbb 3 try scream day
0,_gorham aww shame followfriday
2,love sun raining 3 day
2,rachel allen date bar easy
0,know he mad
0,omg hollie sad watch simon nice want lol
0,natalie little holly mean
0,errri dont want sit heat watch high school graduation
2,yeah thought awesome glad character like gambit brought fold
0,dont wan na school monday honest
2,checking idestroy sale sale good
0,wtf come need day
0,gosh im freakin bored talk
2,yay got stuff rygegrejdk perfect taste like banana apple
0,wtf getting hmtm today revision revision revision
2,amazing beer pong brother
0,oh read going remake girl wan na fun stop hollywoodjust stop
0,called groundbreaking production sent earlier
2,thanks oscc changing lately like layout 33
0,idk im stupid 7th grader
0,sadly time come mom home
2,yum mickeyds eggmcmuffin mcyum
2,thanks assignment im work today
0,having hulu germany suck
0,kidney stone deserve kind pain twice time life took drug peace
2,listening stolen music loved cause free
0,miss city leavepriciness pollution panhandler
2,reading maltese sunday newspaper coffee aaaah glorious sunday
0,sorry triple twitter post having trouble wstocktwits account try clutter twittersphere
2,sleeping rocking sheet hope smoothness endulging wait blanket
0,ughh miley creature song infested brain
0,im getting there 1 alfie
2,ehhehehe thanks
2,yes wan na come hang htown gurl u know whats haha itll bangin got ta hang chick
0,ahh hate sick watching atonement sleeping
0,gee week anymore horriblenow spain
0,rip lil sis cousin babyfather jimmy aka gemstar
2,thank need pas test
0,wee girl started cry mum came shame
0,im feelinq huqe pimple smack middle doom aint riqht man
2,feel like dressing heck putting haha
2,happy mother day ekin sayang mak
2,actually theyll like easy good gift lot money tbh near personal
0,omg lg kc910 touchscreen fone pile shite roll new contract 18 month
0,follower make sad feel like life dull uninteresting
2,yes haahaaa break jellybeaniesss
2,happy birthday
2,bought pink ipod nano 2 day ago delivered week yay hopefully getting ear pierced week xd
0,thought id die month ill unknown
0,miss girlfriend season
2,thanks
2,awesome saw added myspace tag photo thanks
0,wasnt debate
0,feeling hurt
0,ive got headache
0,socksys plucky independent caspar lazy attention seeking
0,ive got bad arthritus left hand use thumb
0,today started
0,doesnt sound like fun
0,tired right early
2,know share uphave 7 followerswonderful sun shining brightly darkest africa
2,nice meet toooo good know follower actually speak
2,iloveyoumoreeee
0,nope comin 2nite gurl
2,waking vega goooooooooooooooooooooooood
2,lol l love tweet coming
0,ok nevermind photo set private sorry
2,admitted having crush thats cool
2,wanted dm cuz following thanks anyways maybe ill ya elleay
2,booya sup tweeps happy infamous day soon wait play need time
2,morrrning day random awesome weekend gon na round dbar style good timezzz
2,oh love oreo u variety uk
2,retweet awesome kawaii anime cosplay item
2,thinkin twitter interesting
0,pavement boiling hot dog limping guess summer officially
2,finished wander girl nth time hilda gallares truly kindred soul
2,thanks sooo lil si gone bird park
2,thanks laura
2,haha pretty good theyre making chicken yum
2,_anr_shine feeling pretty good check saying
0,kate leaving lonesome
2,great hear saw slumdog millionaire yes thats bollywood thing end
0,know im gon na miss josh week mom need surgery work suck good day oh tum tum hurt
0,want script ny august
2,ooh changed twitter approve heartedly
0,_beckiie_x omg going reason live devon fin cinema film im annoyed
2,cute manly cute course reminds scion
0,hell going night morning sucked moving tonight
2,okay cool hope better dream week
0,hate cold stop sneezing claratyne work hr 2
2,hey dee wish mastermind session tomorrow im wedding statesboro hope chat soon
2,love twilight
0,_bee coincidently friend cancelled movie date
2,trying fall asleep ancient assignment drinking water ice lime yum
2,wish 17
2,loving new hr monitor
2,im sooo lovei think
0,freddies having cotch ladyhawke missing bajan beauty
0,stay home wife take daughter friend tokyo steak house sadly body cooperating today
0,typical ghm arrives leave work going long day
2,hope feel better talk ready bedim
0,weather gross outside put bad mood
2,congratulation adorable beautiful ring
0,sad got plan cancled
2,yay sing loud wed fall boy time low cobra starship friday win
2,_ ay beezy finally lol time hookah twiiterlove ya
2,_nyc hey sweetie cnt fri thnks
0,hot thermometer showing 25c moment
2,thing shattered amazing song oar
2,going home awesome time peep
